ICC Name, Source Component, Target Component, Type of Communication, Android API Count, Java API Count, User Action Count, Permissions, SSoutO, Repacked
 , , , , , , ,[com.android.vending.BILLING]-[android.permission.INTERNET]-[android.permission.READ_PHONE_STATE]-[android.permission.ACCESS_WIFI_STATE]-[android.permission.ACCESS_NETWORK_STATE]-[android.permission.VIBRATE]-,1,1
startActivity,com/chartboost/sdk/Chartboost,com/chartboost/sdk/CBImpressionActivity,external,0,0,1
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.VIEW,external,215,725,148
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.VIEW,external,215,725,148
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.VIEW,external,215,725,148
startActivity,com/millennialmedia/android/BridgeMMInterstitial,android.intent.action.VIEW,external,215,825,148
startActivity,com/millennialmedia/android/BridgeMMMedia$PickerActivity,android.media.action.IMAGE_CAPTURE,external,221,939,148
startActivityForResult,com/millennialmedia/android/BridgeMMMedia$PickerActivity,android.media.action.IMAGE_CAPTURE,external,221,939,148
startActivity,com/millennialmedia/android/BridgeMMMedia$PickerActivity,image/*,external,221,939,148
startActivityForResult,com/millennialmedia/android/BridgeMMMedia$PickerActivity,image/*,external,221,939,148
startActivity,com/millennialmedia/android/HttpRedirection$1,null,external,232,1113,152
startActivity,com/millennialmedia/android/HttpRedirection$1,null,external,232,1113,152
startActivity,com/millennialmedia/android/MMBaseActivity,null,external,234,1163,174
startActivity,com/millennialmedia/android/MMBaseActivity,null,external,234,1163,174
startActivityForResult,com/millennialmedia/android/MMBaseActivity,null,external,234,1163,174
sendBroadcast,com/millennialmedia/android/MMSDK$Event,error,external,267,1168,179
startActivity,com/millennialmedia/android/MMWebViewClient,null,external,274,1172,185
startActivity,com/millennialmedia/android/Utils$IntentUtils,android.intent.action.VIEW,external,284,1281,185
startActivity,com/millennialmedia/android/Utils$IntentUtils,android.intent.action.VIEW,external,284,1281,185
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,284,1281,185
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,284,1281,185
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,284,1281,185
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,284,1281,185
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,284,1284,185
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,284,1284,185
startActivity,com/millennialmedia/android/VideoAd,null,external,284,1290,185
startActivity,com/millennialmedia/android/VideoAd,null,external,284,1290,185
startActivity,com/millennialmedia/android/VideoAd,null,external,284,1290,185
startActivity,com/millennialmedia/android/VideoAd,null,external,284,1296,185
startActivity,com/millennialmedia/android/VideoAd,null,external,284,1296,185
startActivity,com/millennialmedia/android/VideoAd,null,external,284,1296,185
startActivity,com/millennialmedia/android/VideoAd,null,external,284,1296,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoAd,videoId,external,284,1319,185
startActivity,com/millennialmedia/android/VideoPlayerActivity,null,external,284,1319,189
startActivity,com/sponsorpay/sdk/android/publisher/OfferWebClient,android.intent.action.VIEW,external,290,1346,201
startActivity,com/supersonicads/sdk/android/SupersonicAdsPublisherAgent,com/supersonicads/sdk/android/WebViewActivity,external,331,1414,208
startActivity,com/supersonicads/sdk/android/SupersonicAdsPublisherAgent,com/supersonicads/sdk/android/WebViewActivity,external,331,1414,210
sendBroadcast,com/supersonicads/sdk/android/WebViewActivity$JsInterface,com.supersonicads.sdk.android.actions.ACTION_BRAND_CONNECT_AD_COMPLETE,external,331,1414,213
sendBroadcast,com/supersonicads/sdk/android/WebViewActivity$JsInterface,com.supersonicads.sdk.android.actions.ACTION_BRAND_CONNECT_NO_MORE_OFFERS,external,331,1414,213
startActivity,com/supersonicads/sdk/android/WebViewActivity$MyWebViewClient,android.intent.action.SEND,external,331,1414,213
startActivityForResult,com/supersonicads/sdk/android/WebViewActivity$MyWebViewClient,android.intent.action.SEND,external,331,1414,213
startActivity,com/supersonicads/sdk/android/WebViewActivity$MyWebViewClient,android.intent.action.VIEW,external,331,1414,213
startActivityForResult,com/supersonicads/sdk/android/WebViewActivity$MyWebViewClient,android.intent.action.VIEW,external,331,1414,213
startActivity,org/cocos2dx/lib/Cocos2dxActivity,android.intent.action.VIEW,external,331,1452,215
startActivity,org/cocos2dx/lib/Cocos2dxActivity,android.intent.action.SEND,external,331,1464,215
sendBroadcast,org/cocos2dx/lib/Cocos2dxActivity,android.intent.action.MEDIA_SCANNER_SCAN_FILE,external,331,1468,215
